cell_id,material,x_mm,face,outcome,count,secant_q10,secant_median,secant_q90,fixed_distance_mm,path_q10_mm,path_median_mm,path_q90_mm,absolute_path_status
EJ204_xp500,EJ-204,500,+Z,NON_ESCAPE,68580973,1.3703323055841041,2.2014309301045683,6.2208398133748055,nan,nan,nan,nan,NOT_EVALUABLE_MISSING_CREATION_POINT_OR_FACE
EJ204_xp500,EJ-204,500,+Z,ESCAPE,20042973,1.0217113665389528,1.1188811188811187,1.2426219322771048,nan,nan,nan,nan,NOT_EVALUABLE_MISSING_CREATION_POINT_OR_FACE
EJ204_xp500,EJ-204,500,-Z,NON_ESCAPE,68917279,1.3703323055841041,2.211166390270868,6.3191153238546605,nan,nan,nan,nan,NOT_EVALUABLE_MISSING_CREATION_POINT_OR_FACE
EJ204_xp500,EJ-204,500,-Z,ESCAPE,20057327,1.0217113665389528,1.1188811188811187,1.2426219322771048,nan,nan,nan,nan,NOT_EVALUABLE_MISSING_CREATION_POINT_OR_FACE
EJ204_xp500,EJ-204,500,-Y,NON_ESCAPE,4260015,1.2662234884457106,1.6174686615446827,3.2336297493936943,30.0,37.98670465337132,48.52405984634048,97.00889248181083,EVALUABLE_FIXED_SOURCE_PLANE
EJ204_xp500,EJ-204,500,-Y,ESCAPE,5884566,1.007302946361118,1.0596026490066226,1.2066365007541477,30.0,30.21908839083354,31.788079470198678,36.199095022624434,EVALUABLE_FIXED_SOURCE_PLANE
EJ204_xp500,EJ-204,500,-X_SENSOR,NON_ESCAPE,2052,1.000250062515629,1.000250062515629,1.3042060645582,1200.0,1200.3000750187548,1200.3000750187548,1565.04727746984,EVALUABLE_FIXED_SOURCE_PLANE
EJ204_xp500,EJ-204,500,-X_SENSOR,ESCAPE,0,nan,nan,nan,1200.0,nan,nan,nan,EVALUABLE_FIXED_SOURCE_PLANE
EJ204_xp500,EJ-204,500,+X_SENSOR,NON_ESCAPE,106601,1.000250062515629,1.0032605969400552,1.009845998485231,200.0,200.0500125031258,200.65211938801104,201.9691996970462,EVALUABLE_FIXED_SOURCE_PLANE
EJ204_xp500,EJ-204,500,+X_SENSOR,ESCAPE,0,nan,nan,nan,200.0,nan,nan,nan,EVALUABLE_FIXED_SOURCE_PLANE
EJ204_xp500,EJ-204,500,+Y_SENSOR,NON_ESCAPE,2004922,1.0317255610007738,1.1046672190002762,2.1447721179624666,30.0,30.951766830023214,33.140016570008285,64.343163538874,EVALUABLE_FIXED_SOURCE_PLANE
EJ204_xp500,EJ-204,500,+Y_SENSOR,ESCAPE,0,nan,nan,nan,30.0,nan,nan,nan,EVALUABLE_FIXED_SOURCE_PLANE
EJ204_xp500,EJ-204,500,OPEN_+Y_OR_+/-X_UNRESOLVED,NON_ESCAPE,3370138,1.248829222603809,1.6427104722792607,3.2706459525756335,nan,nan,nan,nan,NOT_EVALUABLE_MISSING_CREATION_POINT_OR_FACE
EJ204_xp500,EJ-204,500,OPEN_+Y_OR_+/-X_UNRESOLVED,ESCAPE,4953608,1.0052777079668258,1.0562450488513335,1.216915120170368,nan,nan,nan,nan,NOT_EVALUABLE_MISSING_CREATION_POINT_OR_FACE
