cell_id,material,x_mm,face,outcome,count,secant_q10,secant_median,secant_q90,fixed_distance_mm,path_q10_mm,path_median_mm,path_q90_mm,absolute_path_status
EJ200_xm500,EJ-200,-500,+Z,NON_ESCAPE,65939534,1.3703323055841041,2.2087244616234125,6.259780907668231,nan,nan,nan,nan,NOT_EVALUABLE_MISSING_CREATION_POINT_OR_FACE
EJ200_xm500,EJ-200,-500,+Z,ESCAPE,19211557,1.0217113665389528,1.1188811188811187,1.2426219322771048,nan,nan,nan,nan,NOT_EVALUABLE_MISSING_CREATION_POINT_OR_FACE
EJ200_xm500,EJ-200,-500,-Z,NON_ESCAPE,66227541,1.3712718546451834,2.2136137244050915,6.359300476947536,nan,nan,nan,nan,NOT_EVALUABLE_MISSING_CREATION_POINT_OR_FACE
EJ200_xm500,EJ-200,-500,-Z,ESCAPE,19212578,1.0217113665389528,1.1188811188811187,1.2426219322771048,nan,nan,nan,nan,NOT_EVALUABLE_MISSING_CREATION_POINT_OR_FACE
EJ200_xm500,EJ-200,-500,-Y,NON_ESCAPE,4141755,1.2678288431061808,1.6214025131738954,3.2706459525756335,30.0,38.034865293185426,48.642075395216864,98.119378577269,EVALUABLE_FIXED_SOURCE_PLANE
EJ200_xm500,EJ-200,-500,-Y,ESCAPE,5679035,1.007302946361118,1.0590415673815197,1.2066365007541477,30.0,30.21908839083354,31.77124702144559,36.199095022624434,EVALUABLE_FIXED_SOURCE_PLANE
EJ200_xm500,EJ-200,-500,-X_SENSOR,NON_ESCAPE,107461,1.000250062515629,1.0032605969400552,1.009845998485231,200.0,200.0500125031258,200.65211938801104,201.9691996970462,EVALUABLE_FIXED_SOURCE_PLANE
EJ200_xm500,EJ-200,-500,-X_SENSOR,ESCAPE,0,nan,nan,nan,200.0,nan,nan,nan,EVALUABLE_FIXED_SOURCE_PLANE
EJ200_xm500,EJ-200,-500,+X_SENSOR,NON_ESCAPE,2826,1.000250062515629,1.000250062515629,1.1544011544011545,1200.0,1200.3000750187548,1200.3000750187548,1385.2813852813854,EVALUABLE_FIXED_SOURCE_PLANE
EJ200_xm500,EJ-200,-500,+X_SENSOR,ESCAPE,0,nan,nan,nan,1200.0,nan,nan,nan,EVALUABLE_FIXED_SOURCE_PLANE
EJ200_xm500,EJ-200,-500,+Y_SENSOR,NON_ESCAPE,1942557,1.0317255610007738,1.1046672190002762,2.428658166363084,30.0,30.951766830023214,33.140016570008285,72.85974499089252,EVALUABLE_FIXED_SOURCE_PLANE
EJ200_xm500,EJ-200,-500,+Y_SENSOR,ESCAPE,0,nan,nan,nan,30.0,nan,nan,nan,EVALUABLE_FIXED_SOURCE_PLANE
EJ200_xm500,EJ-200,-500,OPEN_+Y_OR_+/-X_UNRESOLVED,NON_ESCAPE,3282437,1.2503907471084714,1.6467682173734048,3.3195020746887964,nan,nan,nan,nan,NOT_EVALUABLE_MISSING_CREATION_POINT_OR_FACE
EJ200_xm500,EJ-200,-500,OPEN_+Y_OR_+/-X_UNRESOLVED,ESCAPE,4792570,1.0052777079668258,1.0562450488513335,1.216915120170368,nan,nan,nan,nan,NOT_EVALUABLE_MISSING_CREATION_POINT_OR_FACE
